Color,Comment,Document group,Document name,Code,Beginning,End,Weight score,Segment,Modified by,Modified,Created by,Created,Area,Coverage %
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-john_lee_boogie,post-consonantal d > d deletion,16,16,0,friend ,romeodetimmerman,2024-04-16 11:35:50,romeodetimmerman,2024-02-08 09:51:06,6,0.88
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-john_lee_boogie,post-vocalic r > r deletion,17,17,0,your,romeodetimmerman,2024-04-16 11:35:50,romeodetimmerman,2024-02-08 09:51:11,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-john_lee_boogie,post-vocalic r > r deletion,20,20,0,your,romeodetimmerman,2024-04-16 11:35:50,romeodetimmerman,2024-02-08 09:51:21,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-john_lee_boogie,post-consonantal t > t realization,22,22,0,can't,romeodetimmerman,2024-04-16 11:35:50,romeodetimmerman,2024-02-08 09:51:32,5,0.74
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-john_lee_boogie,post-vocalic r > r deletion,28,28,0,your,romeodetimmerman,2024-04-16 11:35:50,romeodetimmerman,2024-02-08 09:51:43,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-john_lee_boogie,ai monophthongization > a:,30,30,0,my,romeodetimmerman,2024-04-16 11:35:50,romeodetimmerman,2024-02-08 09:51:48,2,0.29
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-john_lee_boogie,post-vocalic r > r deletion,31,31,0,hear,romeodetimmerman,2024-04-16 11:35:50,romeodetimmerman,2024-02-08 09:51:54,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-john_lee_boogie,post-vocalic r > r deletion,32,32,0,for,romeodetimmerman,2024-04-16 11:35:50,romeodetimmerman,2024-02-08 09:51:58,3,0.44
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-consonantal d > d realization,3,3,0,Lord,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:52:21,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ai monophthongization > a:,3,3,0,I,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:52:24,1,0.15
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-consonantal t > t deletion,3,3,0,just,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:52:30,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-consonantal t > t deletion,3,3,0,can't,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:52:33,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ai monophthongization > a:,4,4,0,I,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:52:37,1,0.15
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ai monophthongization > a:,4,4,0,like,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:52:39,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ai monophthongization > a:,5,5,0,I,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:52:43,1,0.15
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ing ultimas > in,5,5,0,messing,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:52:55,7,1.02
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-consonantal d > d deletion,5,5,0,around,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:52:57,6,0.88
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ing ultimas > in,6,6,0,doing,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:05,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ing ultimas > in,7,7,0,going,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:10,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-consonantal t > t deletion,7,7,0,can't,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:15,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-vocalic r > r deletion,7,7,0,more ,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:17,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ing ultimas > in,8,8,0,doing,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:21,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-vocalic r > r deletion,9,9,0,here,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:26,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-vocalic r > r deletion,9,9,0,for ,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:28,3,0.44
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ing ultimas > in,12,12,0,doing,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:33,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ing ultimas > in,14,14,0,doing,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:38,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-consonantal t > t deletion,17,17,0,don't,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:42,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-vocalic r > r realization,17,17,0,for,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:49,3,0.44
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ai monophthongization > ai,17,17,0,night,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:46,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-consonantal d > d deletion,17,17,0,stand ,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:53:52,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ai monophthongization > a:,18,18,0,like,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:00,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ai monophthongization > a:,19,19,0,I,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:05,1,0.15
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ai monophthongization > a:,19,19,0,like,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:07,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ai monophthongization > a:,20,20,0,I,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:12,1,0.15
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-consonantal t > t deletion,20,20,0,didn't,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:16,6,0.88
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ing ultimas > in,21,21,0,doing,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:30,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ing ultimas > in,22,22,0,doing,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:35,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-consonantal t > t deletion,22,22,0,can't,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:45,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-vocalic r > r deletion,22,22,0,more ,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:50,4,0.59
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ing ultimas > in,23,23,0,doing,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:53,5,0.73
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ai monophthongization > a:,24,24,0,I,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:54:59,1,0.15
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,ing ultimas > in,24,24,0,waiting,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:55:01,7,1.02
●,,1980s_nonAA_nonUS > johnmayall,johnmayall-so-road_show,post-vocalic r > r deletion,24,24,0,door ,romeodetimmerman,2024-04-16 11:36:25,romeodetimmerman,2024-02-08 09:55:04,4,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,2,2,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:08:37,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal t > t realization,2,2,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:08:41,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,auxiliary verb > ain't,2,2,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:08:43,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,2,2,0,doctor ,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:08:45,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,3,3,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:08:48,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal t > t realization,3,3,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:08:54,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,auxiliary verb > ain't,3,3,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:08:51,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,4,4,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:29:15,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,4,4,0,your,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:29:20,4,0.39
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,5,5,0,doctor,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:29:26,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,third person singular > s deletion,5,5,0,come ,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:29:32,4,0.39
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,6,6,0,doctor,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:29:36,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,third person singular > s deletion,6,6,0,come ,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:29:41,4,0.39
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,8,8,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:37:39,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal t > t deletion,8,8,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:37:42,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,auxiliary verb > ain't,8,8,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:37:44,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,8,8,0,sailor,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:37:49,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal t > t deletion,9,9,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:37:54,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,auxiliary verb > ain't,9,9,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:37:52,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,10,10,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:01,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,10,10,0,your,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:08,4,0.39
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,10,10,0,navigator ,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:04,9,0.88
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,13,13,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:21,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,14,14,0,around,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:27,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,15,15,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:31,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,16,16,0,around,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:35,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,17,17,0,and,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:40,3,0.29
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,17,17,0,your,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:43,4,0.39
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,17,17,0,husband,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:45,7,0.68
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,third person singular > s deletion,17,17,0,come ,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:38:55,4,0.39
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,20,20,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:39:05,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal t > t deletion,20,20,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:39:13,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,auxiliary verb > ain't,20,20,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:39:11,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,21,21,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:39:17,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal t > t deletion,21,21,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:39:30,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,auxiliary verb > ain't,21,21,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:39:22,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,22,22,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:39:40,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,23,23,0,and,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:39:48,3,0.29
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,23,23,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:39:45,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,25,25,0,around,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:39:55,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,26,26,0,around,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:02,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,28,28,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:06,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal t > t deletion,28,28,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:11,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,auxiliary verb > ain't,28,28,0,ain't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:09,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,29,29,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:18,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal t > t deletion,29,29,0,don't,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:21,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal t > t deletion,30,30,0,just,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:32,4,0.39
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,30,30,0,inside,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:36,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,30,30,0,my,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:39,2,0.20
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,31,31,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:42,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ing ultimas > in,31,31,0,circling,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:45,8,0.78
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,31,31,0,round,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:48,5,0.49
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,32,32,0,for,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:53,3,0.29
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,33,33,0,and,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:40:56,3,0.29
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,34,34,0,inside,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:03,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,35,35,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:09,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,35,35,0,far ,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:11,3,0.29
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,36,36,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:15,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,37,37,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:22,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,37,37,0,around,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:25,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,38,38,0,around,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:29,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,ai monophthongization > a:,39,39,0,I,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:34,1,0.10
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,42,42,0,your,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:38,4,0.39
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,42,42,0,husband,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:43,7,0.68
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,third person singular > s deletion,42,42,0,come,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:41:47,4,0.39
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-vocalic r > r deletion,43,43,0,your,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:42:01,4,0.39
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,post-consonantal d > d deletion,43,43,0,around,romeodetimmerman,2024-04-16 11:37:20,romeodetimmerman,2024-02-08 10:42:04,6,0.59
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,ai monophthongization > a:,2,2,0,I,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:42:23,1,0.11
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,ing ultimas > in,2,2,0,going,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:42:24,5,0.53
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,post-consonantal d > d deletion,4,4,0,old,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:42:30,3,0.32
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,post-consonantal d > d realization,5,5,0,heard,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:42:35,5,0.53
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,post-vocalic r > r deletion,5,5,0,her,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:42:37,3,0.32
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,post-consonantal d > d deletion,5,5,0,boyfriend,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:42:40,9,0.96
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,post-consonantal t > t deletion,6,6,0,don't,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:42:47,5,0.53
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,post-consonantal t > t realization,6,6,0,start,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:42:59,5,0.53
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,ing ultimas > in,6,6,0,talking ,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:43:09,7,0.75
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,ai monophthongization > a:,7,7,0,I,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:43:13,1,0.11
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,ing ultimas > ing,7,7,0,everything,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:43:15,10,1.07
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,ai monophthongization > a:,7,7,0,I,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:43:18,1,0.11
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,ai monophthongization > a:,8,8,0,I,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:43:30,1,0.11
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,ai monophthongization > a:,8,8,0,signifying ,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:43:25,10,1.07
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,ing ultimas > in,8,8,0,signifying ,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:43:26,10,1.07
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,ai monophthongization > a:,10,10,0,wife,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:43:36,4,0.43
●,,1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-dont_start_me_talking,third person singular > s realization,12,12,0,gets,romeodetimmerman,2024-04-16 11:37:55,romeodetimmerman,2024-02-08 10:43:45,4,0.43
