word,previous_word,next_word,artist,song_type,song,aae_feature,aae_realization,performance_type,time,social_group,year
I,, know,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, know,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, know,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
doing,m , wrong,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
doing,m , wrong,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
Lord,oh , yes,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-consonantal d,0,studio,2010s,AA,2015
Lord,oh , yes,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-consonantal d,0,studio,2010s,AA,2015
I,yes , am,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,yes , am,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
right,sin , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right,sin , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
I,, tell,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, tell,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, tell,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, tell,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
right,sin , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right,sin , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
coming,, on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
coming,, on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
I,, got,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, got,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
another,got , world,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,1,studio,2010s,AA,2015
another,got , world,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,1,studio,2010s,AA,2015
world ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-consonantal d,0,studio,2010s,AA,2015
world ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-consonantal d,0,studio,2010s,AA,2015
right ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right,right , right,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right,right , right,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right,right , right,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right,right , right,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
outside,right , outside,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
outside,right , outside,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
outside,right , outside,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
outside,right , outside,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
door ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,1,studio,2010s,AA,2015
door ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,1,studio,2010s,AA,2015
I,, got,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, got,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
husband ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-consonantal d,1,studio,2010s,AA,2015
husband ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-consonantal d,1,studio,2010s,AA,2015
for,ask , more,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,1,studio,2010s,AA,2015
for,ask , more,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,1,studio,2010s,AA,2015
more ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,1,studio,2010s,AA,2015
more ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,1,studio,2010s,AA,2015
I,that , am,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,that , am,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, been,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, been,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
here,been , too,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,0,studio,2010s,AA,2015
here,been , too,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,0,studio,2010s,AA,2015
I,yes , have,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,yes , have,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, said,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, said,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, said,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, said,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
right,sin , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right,sin , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
my,in , soul,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
my,in , soul,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,soul , feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,soul , feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
coming,sin , on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
coming,sin , on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
I,, really,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, really,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
right,sin , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right,sin , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
I,, feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
coming,sin , on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
coming,sin , on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
right,on , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right,on , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
I,, feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
coming,sin , on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
coming,sin , on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
I,, feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
I,, feel,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,1,studio,2010s,AA,2015
coming,sin , on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
coming,sin , on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
right,on , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
right,on , now,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,0,studio,2010s,AA,2015
coming,, on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
coming,, on,shemekiacopeland,cover,i_feel_a_sin_coming_on,ing ultimas,1,studio,2010s,AA,2015
standing,, on,shemekiacopeland,original,ghetto_child,ing ultimas,1,studio,2010s,AA,2017
standing,, on,shemekiacopeland,original,ghetto_child,ing ultimas,1,studio,2010s,AA,2011
corner ,,,shemekiacopeland,original,ghetto_child,post-vocalic r,1,studio,2010s,AA,2017
corner ,,,shemekiacopeland,original,ghetto_child,post-vocalic r,1,studio,2010s,AA,2011
won't,please , you,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2017
won't,please , you,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2011
lend,you , a,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2017
lend,you , a,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2011
hand ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2017
hand ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2011
I,,'m,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
I,,'m,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
just,m , the,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2017
just,m , the,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2011
child ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
child ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
child ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2017
child ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2011
called ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2017
called ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2011
called,so , free,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2017
called,so , free,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2011
land ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2017
land ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2011
won't,please , you,shemekiacopeland,original,ghetto_child,post-consonantal t,1,studio,2010s,AA,2017
won't,please , you,shemekiacopeland,original,ghetto_child,post-consonantal t,1,studio,2010s,AA,2011
dime ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
dime ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
my,, mother,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
my,, mother,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
mother,my , she,shemekiacopeland,original,ghetto_child,post-vocalic r,1,studio,2010s,AA,2017
mother,my , she,shemekiacopeland,original,ghetto_child,post-vocalic r,1,studio,2010s,AA,2011
she's,mother , sick,shemekiacopeland,original,ghetto_child,zero copula,0,studio,2010s,AA,2017
she's,mother , sick,shemekiacopeland,original,ghetto_child,zero copula,0,studio,2010s,AA,2011
almost,bed , dying,shemekiacopeland,original,ghetto_child,post-consonantal t,1,studio,2010s,AA,2017
almost,bed , dying,shemekiacopeland,original,ghetto_child,post-consonantal t,1,studio,2010s,AA,2011
dying ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,0,studio,2010s,AA,2017
dying ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,0,studio,2010s,AA,2011
dying ,,,shemekiacopeland,original,ghetto_child,ing ultimas,1,studio,2010s,AA,2017
dying ,,,shemekiacopeland,original,ghetto_child,ing ultimas,1,studio,2010s,AA,2011
and,dying , I,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2017
and,dying , I,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2011
I,and , ain,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
I,and , ain,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
ain't,I , seen,shemekiacopeland,original,ghetto_child,post-consonantal t,1,studio,2010s,AA,2017
ain't,I , seen,shemekiacopeland,original,ghetto_child,post-consonantal t,1,studio,2010s,AA,2011
ain't,I , seen,shemekiacopeland,original,ghetto_child,auxiliary verb,1,studio,2010s,AA,2017
ain't,I , seen,shemekiacopeland,original,ghetto_child,auxiliary verb,1,studio,2010s,AA,2011
I,seen , ain,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
I,seen , ain,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
ain't,I , seen,shemekiacopeland,original,ghetto_child,post-consonantal t,1,studio,2010s,AA,2017
ain't,I , seen,shemekiacopeland,original,ghetto_child,post-consonantal t,1,studio,2010s,AA,2011
ain't,I , seen,shemekiacopeland,original,ghetto_child,auxiliary verb,1,studio,2010s,AA,2017
ain't,I , seen,shemekiacopeland,original,ghetto_child,auxiliary verb,1,studio,2010s,AA,2011
my,seen , daddy,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
my,seen , daddy,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
time ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
time ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
part,the , that,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2017
part,the , that,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2011
moved,that , me,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2017
moved,that , me,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2011
right,much , here,shemekiacopeland,original,ghetto_child,ai monophthongization,0,studio,2010s,AA,2017
right,much , here,shemekiacopeland,original,ghetto_child,ai monophthongization,0,studio,2010s,AA,2011
here ,,,shemekiacopeland,original,ghetto_child,post-vocalic r,1,studio,2010s,AA,2017
here ,,,shemekiacopeland,original,ghetto_child,post-vocalic r,1,studio,2010s,AA,2011
I,said , know,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
I,said , know,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
I,know , know,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
I,know , know,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
I,know , know,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
I,know , know,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
I,but , went,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
I,but , went,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
went,I , to,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2017
went,I , to,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2011
morning ,,,shemekiacopeland,original,ghetto_child,ing ultimas,1,studio,2010s,AA,2017
morning ,,,shemekiacopeland,original,ghetto_child,ing ultimas,1,studio,2010s,AA,2011
and,morning , the,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2017
and,morning , the,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2011
teacher,the , she,shemekiacopeland,original,ghetto_child,post-vocalic r,1,studio,2010s,AA,2017
teacher,the , she,shemekiacopeland,original,ghetto_child,post-vocalic r,1,studio,2010s,AA,2011
told,she , me,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2017
told,she , me,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2011
child ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
child ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
child ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2017
child ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2011
I,,'m,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
I,,'m,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
just,m , the,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2017
just,m , the,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2011
child ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
child ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
child ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2017
child ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2011
child ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
child ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
child ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2017
child ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2011
I,,'m,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
I,,'m,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
just ,,,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2017
just ,,,shemekiacopeland,original,ghetto_child,post-consonantal t,0,studio,2010s,AA,2011
child ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2017
child ,,,shemekiacopeland,original,ghetto_child,ai monophthongization,1,studio,2010s,AA,2011
child ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2017
child ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2011
called ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2017
called ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2011
called,so , free,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2017
called,so , free,shemekiacopeland,original,ghetto_child,post-consonantal d,0,studio,2010s,AA,2011
land ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2017
land ,,,shemekiacopeland,original,ghetto_child,post-consonantal d,1,studio,2010s,AA,2011
I,, never,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
I,, never,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
never,I , win,shemekiacopeland,original,married_to_the_blues,post-vocalic r,1,studio,2010s,AA,2017
never,I , win,shemekiacopeland,original,married_to_the_blues,post-vocalic r,1,studio,2010s,AA,1998
I,love , always,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
I,love , always,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
I,, keep,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
I,, keep,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
looking,keep , for,shemekiacopeland,original,married_to_the_blues,ing ultimas,1,studio,2010s,AA,2017
looking,keep , for,shemekiacopeland,original,married_to_the_blues,ing ultimas,1,studio,2010s,AA,1998
for,looking , a,shemekiacopeland,original,married_to_the_blues,post-vocalic r,0,studio,2010s,AA,2017
for,looking , a,shemekiacopeland,original,married_to_the_blues,post-vocalic r,0,studio,2010s,AA,1998
and,, I,shemekiacopeland,original,married_to_the_blues,post-consonantal d,1,studio,2010s,AA,2017
and,, I,shemekiacopeland,original,married_to_the_blues,post-consonantal d,1,studio,2010s,AA,1998
I,and , ain,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
I,and , ain,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
ain't,I , got,shemekiacopeland,original,married_to_the_blues,post-consonantal t,1,studio,2010s,AA,2017
ain't,I , got,shemekiacopeland,original,married_to_the_blues,post-consonantal t,1,studio,2010s,AA,1998
ain't,I , got,shemekiacopeland,original,married_to_the_blues,auxiliary verb,1,studio,2010s,AA,2017
ain't,I , got,shemekiacopeland,original,married_to_the_blues,auxiliary verb,1,studio,2010s,AA,1998
I,, can,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
I,, can,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
can't,I , find,shemekiacopeland,original,married_to_the_blues,post-consonantal t,1,studio,2010s,AA,2017
can't,I , find,shemekiacopeland,original,married_to_the_blues,post-consonantal t,1,studio,2010s,AA,1998
find,t , no,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
find,t , no,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
find,t , no,shemekiacopeland,original,married_to_the_blues,post-consonantal d,1,studio,2010s,AA,2017
find,t , no,shemekiacopeland,original,married_to_the_blues,post-consonantal d,1,studio,2010s,AA,1998
I,, guess,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
I,, guess,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
I,, guess,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
I,, guess,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
picture,a , by,shemekiacopeland,original,married_to_the_blues,post-vocalic r,0,studio,2010s,AA,2017
picture,a , by,shemekiacopeland,original,married_to_the_blues,post-vocalic r,0,studio,2010s,AA,1998
by,picture , my,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
by,picture , my,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
my,by , bedside,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
my,by , bedside,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
bedside ,,,shemekiacopeland,original,married_to_the_blues,ai monophthongization,0,studio,2010s,AA,2017
bedside ,,,shemekiacopeland,original,married_to_the_blues,ai monophthongization,0,studio,2010s,AA,1998
my,of , old,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
my,of , old,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
old,my , lovers,shemekiacopeland,original,married_to_the_blues,post-consonantal d,0,studio,2010s,AA,2017
old,my , lovers,shemekiacopeland,original,married_to_the_blues,post-consonantal d,0,studio,2010s,AA,1998
ain't,who , never,shemekiacopeland,original,married_to_the_blues,post-consonantal t,1,studio,2010s,AA,2017
ain't,who , never,shemekiacopeland,original,married_to_the_blues,post-consonantal t,1,studio,2010s,AA,1998
ain't,who , never,shemekiacopeland,original,married_to_the_blues,auxiliary verb,1,studio,2010s,AA,2017
ain't,who , never,shemekiacopeland,original,married_to_the_blues,auxiliary verb,1,studio,2010s,AA,1998
never,t , coming,shemekiacopeland,original,married_to_the_blues,post-vocalic r,1,studio,2010s,AA,2017
never,t , coming,shemekiacopeland,original,married_to_the_blues,post-vocalic r,1,studio,2010s,AA,1998
coming,never , back,shemekiacopeland,original,married_to_the_blues,ing ultimas,1,studio,2010s,AA,2017
coming,never , back,shemekiacopeland,original,married_to_the_blues,ing ultimas,1,studio,2010s,AA,1998
swore,he , he,shemekiacopeland,original,married_to_the_blues,post-vocalic r,1,studio,2010s,AA,2017
swore,he , he,shemekiacopeland,original,married_to_the_blues,post-vocalic r,1,studio,2010s,AA,1998
never,d , leave,shemekiacopeland,original,married_to_the_blues,post-vocalic r,1,studio,2010s,AA,2017
never,d , leave,shemekiacopeland,original,married_to_the_blues,post-vocalic r,1,studio,2010s,AA,1998
I,then , saw,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,2017
I,then , saw,shemekiacopeland,original,married_to_the_blues,ai monophthongization,1,studio,2010s,AA,1998
start,him , to,shemekiacopeland,original,married_to_the_blues,post-consonantal t,0,studio,2010s,AA,2017
start,him , to,shemekiacopeland,original,married_to_the_blues,post-consonantal t,0,studio,2010s,AA,1998
start,, to,shemekiacopeland,original,married_to_the_blues,post-consonantal t,0,studio,2010s,AA,2017
start,, to,shemekiacopeland,original,married_to_the_blues,post-consonantal t,0,studio,2010s,AA,1998
you're,when , married,shemekiacopeland,original,married_to_the_blues,post-vocalic r,1,studio,2010s,AA,2017
you're,when , married,shemekiacopeland,original,married_to_the_blues,post-vocalic r,1,studio,2010s,AA,1998
you're,when , married,shemekiacopeland,original,married_to_the_blues,zero copula,0,studio,2010s,AA,2017
you're,when , married,shemekiacopeland,original,married_to_the_blues,zero copula,0,studio,2010s,AA,1998
don't,you , get,shemekiacopeland,original,married_to_the_blues,post-consonantal t,1,studio,2010s,AA,2017
