,word,previous_word,next_word,artist,song_type,song,aae_feature,time,social_group
3292,I,glad ,'m,cream,cover,im_so_glad,ai monophthongization,1960s,nonAA_nonUS
8328,and,, I,paulbutterfield,cover,born_under_a_bad_sign,post-consonantal d,1960s,nonAA_US
24132,I,, hit,danpatlansky,original,big_things_going_down,ai monophthongization,2010s,nonAA_nonUS
18209,time,borrowed , Lord,jjcale,cover,borrowed_time,ai monophthongization,1980s,nonAA_US
15409,I,,'ll,rorygallagher,cover,dont_start_me_talking,ai monophthongization,1980s,nonAA_nonUS
5954,my,in , web,tenyearsafter,original,spider_in_my_web,ai monophthongization,1960s,nonAA_nonUS
26068,going,South , down,tinylegstim,cover,going_down_south,ing ultimas,2010s,nonAA_nonUS
20952,my,that , baby,garyclarkjr,original,next_door_neighbor_blues,ai monophthongization,2010s,AA
8890,I,, realize,paulbutterfield,original,no_amount_of_loving,ai monophthongization,1960s,nonAA_US
2119,followed,had , pretty,jimihendrix,cover,killing_floor,post-consonantal d,1960s,AA
23720,your,bring , loving,daniwilde,original,bring_your_love_home,post-vocalic r,2010s,nonAA_nonUS
3924,and,, break,fleetwoodmac,cover,dust_my_broom,post-consonantal d,1960s,nonAA_nonUS
20377,and,me , my,ericgales,cover,me_and_my_guitar,post-consonantal d,2010s,AA
3545,my,what , politics,cream,original,politician,ai monophthongization,1960s,nonAA_nonUS
16470,I,in ,'ll,thebluesband,original,come_on_in,ai monophthongization,1980s,nonAA_nonUS
9044,won't,I , be,stevemiller,cover,key_to_the_highway,post-consonantal t,1960s,nonAA_US
25712,I,over ,'m,joanneshawtaylor,original,ive_been_loving_you_too_long,ai monophthongization,2010s,nonAA_nonUS
14406,never,I , been,jeffhealey,original,my_little_girl,post-vocalic r,1980s,nonAA_nonUS
9673,thinking ,,,albertcollins,cover,i_aint_drunk,ing ultimas,1980s,AA
22179,won't,you , find,kirkfletcher,cover,found_love,post-consonantal t,2010s,AA
20410,I,distractions , know,ericgales,cover,me_and_my_guitar,ai monophthongization,2010s,AA
14025,your,girl , love,jeffhealey,cover,tore_down,post-vocalic r,1980s,nonAA_nonUS
19582,finely,a , tuned,robbenford,original,start_it_up,ai monophthongization,1980s,nonAA_US
6887,and,, I,cannedheat,cover,catfish_blues,post-consonantal d,1960s,nonAA_US
26166,mind ,,,tinylegstim,cover,ramblin_on_my_mind,ai monophthongization,2010s,nonAA_nonUS
23256,ain't,I , bitter,shemekiacopeland,original,salt_in_my_wounds,auxiliary verb,2010s,AA
22913,flows ,,,shemekiacopeland,cover,i_feel_a_sin_coming_on,third person singular,2010s,AA
3587,I,, support,cream,original,politician,ai monophthongization,1960s,nonAA_nonUS
24036,lies,your , is,danpatlansky,cover,preachin_blues,ai monophthongization,2010s,nonAA_nonUS
7944,try,and , to,janisjoplin,original,i_need_a_man_to_love,ai monophthongization,1960s,nonAA_US
27855,and,longer , sit,joebonamassa,original,high_class_girl,post-consonantal d,2010s,nonAA_US
28894,myself ,,,philipsayce,cover,blues_aint_nothing_but,ai monophthongization,2010s,nonAA_US
11476,your,be , pacifier,kokotaylor,original,come_to_mama,post-vocalic r,1980s,AA
25139,ride ,,,davyknowles,original,never_gonna_be_the_same,ai monophthongization,2010s,nonAA_nonUS
16182,lover ,,,thebluesband,cover,talk_to_me_baby,post-vocalic r,1980s,nonAA_nonUS
16187,I,but , can,thebluesband,cover,talk_to_me_baby,ai monophthongization,1980s,nonAA_nonUS
21659,I,say , got,kingfish,original,before_im_old,ai monophthongization,2010s,AA
11027,thinking ,,,kokotaylor,cover,id_rather_go_blind,ing ultimas,1980s,AA
24113,I,, left,danpatlansky,original,big_things_going_down,ai monophthongization,2010s,nonAA_nonUS
7424,they're,, down,janisjoplin,cover,down_on_me,post-vocalic r,1960s,nonAA_US
18565,hiding,nobody , from,jjcale,original,call_me_the_breeze,ai monophthongization,1980s,nonAA_US
16191,hold,t , out,thebluesband,cover,talk_to_me_baby,post-consonantal d,1980s,nonAA_nonUS
4460,Lord ,,,rollingstones,cover,you_gotta_move,post-vocalic r,1960s,nonAA_nonUS
1076,I,because ,'ll,bbking,original,you_done_lost_your_good_thing_now,ai monophthongization,1960s,AA
13958,I,well , feel,jeffhealey,cover,tore_down,ai monophthongization,1980s,nonAA_nonUS
281,I,,'ve,albertking,original,ive_made_nights_by_myself,ai monophthongization,1960s,AA
11985,I,what , say,lutherallison,cover,freedom,ai monophthongization,1980s,AA
23319,apart ,,,shemekiacopeland,original,salt_in_my_wounds,post-vocalic r,2010s,AA
5063,I,, feel,savoybrown,original,a_little_more_wine,ai monophthongization,1960s,nonAA_nonUS
16109,you're,what , doing,thebluesband,cover,talk_to_me_baby,post-vocalic r,1980s,nonAA_nonUS
26645,stepping,oh , up,tinylegstim,original,stepping_up,ing ultimas,2010s,nonAA_nonUS
1820,tore,m , down,freddieking,original,im_tore_down,post-vocalic r,1960s,AA
4214,just,, how,fleetwoodmac,original,merry_go_round,post-consonantal t,1960s,nonAA_nonUS
139,you're,if , down,albertking,cover,ill_play_the_blues_for_you,zero copula,1960s,AA
24526,hear,you , that,davyknowles,cover,aint_no_grave,post-vocalic r,2010s,nonAA_nonUS
24156,I,,'m,danpatlansky,original,big_things_going_down,ai monophthongization,2010s,nonAA_nonUS
11669,fire ,,,kokotaylor,original,im_a_woman,ai monophthongization,1980s,AA
27254,my,with , fears,allyvenable,original,played_the_game,ai monophthongization,2010s,nonAA_US
169,might,you , run,albertking,cover,ill_play_the_blues_for_you,post-consonantal t,1960s,AA
12470,and,, you,lutherallison,original,walking_papers,post-consonantal d,1980s,AA
11948,I,, want,lutherallison,cover,freedom,ai monophthongization,1980s,AA
30200,mind ,,,samanthafish,original,sucker_born,post-consonantal d,2010s,nonAA_US
28318,aching,my , head,mattschofield,cover,wrapped_up_in_love_again,ing ultimas,2010s,nonAA_US
7877,ain't,unintelligible) , never,janisjoplin,original,i_need_a_man_to_love,auxiliary verb,1960s,nonAA_US
9265,her,in , hand,stevemiller,original,junior_saw_it_happen,post-vocalic r,1960s,nonAA_US
28151,don't ,,,mattschofield,cover,stranger_blues,post-consonantal t,2010s,nonAA_US
6123,I,before) , was,allmanbrothers,cover,hoochie_coochie_man,ai monophthongization,1960s,nonAA_US
26,I,, gave,albertking,cover,as_the_years_go_passing_by,ai monophthongization,1960s,AA
22164,found,I , true,kirkfletcher,cover,found_love,post-consonantal d,2010s,AA
9565,care ,,,albertcollins,cover,i_aint_drunk,post-vocalic r,1980s,AA
10274,serving,hm , caviar,albertcollins,original,too_many,ing ultimas,1980s,AA
20312,I,, see,ericgales,cover,foxey_lady,ai monophthongization,2010s,AA
25617,lost,, in,joanneshawtaylor,original,dyin_to_know,post-consonantal t,2010s,nonAA_nonUS
4479,Lord ,,,rollingstones,cover,you_gotta_move,post-consonantal d,1960s,nonAA_nonUS
19056,I,, can,robbenford,cover,help_the_poor,ai monophthongization,1980s,nonAA_US
29111,while,baby , you,philipsayce,cover,give_me_time,ai monophthongization,2010s,nonAA_US
12770,and,me , you,robertcray,cover,too_many_cooks,post-consonantal d,1980s,AA
19113,my,to , plea,robbenford,cover,help_the_poor,ai monophthongization,1980s,nonAA_US
3617,I,, wanna,cream,original,politician,ai monophthongization,1960s,nonAA_nonUS
19975,giving,t , up,stevierayvaughan,original,aint_gone_n_give_up_on_love,ing ultimas,1980s,nonAA_US
28720,my,make , dreams,mattschofield,original,what_i_wanna_hear,ai monophthongization,2010s,nonAA_US
21069,I,before , could,garyclarkjr,original,travis_county,ai monophthongization,2010s,AA
29249,want ,,,philipsayce,original,bitter_monday,post-consonantal t,2010s,nonAA_US
28195,stopped,train , here,mattschofield,cover,stranger_blues,post-consonantal t,2010s,nonAA_US
3780,her,in , dark,cream,original,white_room,post-vocalic r,1960s,nonAA_nonUS
24849,nothing ,,,davyknowles,original,aint_much_of_nothing,ing ultimas,2010s,nonAA_nonUS
14944,time ,,,johnmayall,cover,the_last_time,ai monophthongization,1980s,nonAA_nonUS
18921,friend ,,,robbenford,cover,born_under_a_bad_sign,post-consonantal d,1980s,nonAA_US
12031,I,, got,lutherallison,cover,little_red_rooster,ai monophthongization,1980s,AA
12846,my,in , kitchen,robertcray,cover,too_many_cooks,ai monophthongization,1980s,AA
3746,I,, walked,cream,original,white_room,ai monophthongization,1960s,nonAA_nonUS
3274,I,,'m,cream,cover,im_so_glad,ai monophthongization,1960s,nonAA_nonUS
27511,just,, these,joebonamassa,cover,twenty_four_hour_blues,post-consonantal t,2010s,nonAA_US
8683,murmur,the , of,paulbutterfield,original,all_in_a_day,post-vocalic r,1960s,nonAA_US
9781,snatching,on , it,albertcollins,cover,snatchin_it_back,ing ultimas,1980s,AA
20703,my,is , south,ericgales,original,south_paw_serenade,ai monophthongization,2010s,AA
27213,and,game , I,allyvenable,original,played_the_game,post-consonantal d,2010s,nonAA_US
19972,ain't,I , giving,stevierayvaughan,original,aint_gone_n_give_up_on_love,auxiliary verb,1980s,nonAA_US
20825,never,d , stay,garyclarkjr,cover,if_you_love_me_like_you_say,post-vocalic r,2010s,AA
23369,alright ,,,daniwilde,cover,dont_quit_me_baby,ai monophthongization,2010s,nonAA_nonUS
2559,before,, I,muddywaters,cover,baby_please_dont_go,post-vocalic r,1960s,AA
13697,wine ,,,ericclapton,original,the_shape_youre_in,ai monophthongization,1980s,nonAA_nonUS
4008,I,,'m,fleetwoodmac,cover,sun_is_shining,ai monophthongization,1960s,nonAA_nonUS
20120,my,she , sweet,stevierayvaughan,original,pride_and_joy,ai monophthongization,1980s,nonAA_US
16626,hear,t , you,thebluesband,original,find_yourself_another_fool,post-vocalic r,1980s,nonAA_nonUS
26337,around ,,,tinylegstim,original,cant_win_them_all,post-consonantal d,2010s,nonAA_nonUS
15891,I,all , need,rorygallagher,original,keychain,ai monophthongization,1980s,nonAA_nonUS
21664,I,and , ain,kingfish,original,before_im_old,ai monophthongization,2010s,AA
20867,and,shutgun , I,garyclarkjr,cover,shotgun_man,post-consonantal d,2010s,AA
24386,I,sound ,'m,davyknowles,cover,aint_no_grave,ai monophthongization,2010s,nonAA_nonUS
6686,I,as , look,allmanbrothers,original,whipping_post,ai monophthongization,1960s,nonAA_US
17380,letter ,,,bonnieraitt,original,love_letter,post-vocalic r,1980s,nonAA_US
26549,another,herself , man,tinylegstim,original,get_it_back,post-vocalic r,2010s,nonAA_nonUS
27386,I,when , need,joebonamassa,cover,i_want_to_shout_about_it,ai monophthongization,2010s,nonAA_US
24462,hear,you , that,davyknowles,cover,aint_no_grave,post-vocalic r,2010s,nonAA_nonUS
25450,is,living , easy,joanneshawtaylor,cover,summertime,zero copula,2010s,nonAA_nonUS
15768,you're,, just,rorygallagher,original,bought_and_sold,post-vocalic r,1980s,nonAA_nonUS
21019,find,I , out,garyclarkjr,original,next_door_neighbor_blues,ai monophthongization,2010s,AA
1747,and,morning , in,freddieking,original,im_tore_down,post-consonantal d,1960s,AA
9617,ain't,I , drunk,albertcollins,cover,i_aint_drunk,post-consonantal t,1980s,AA
22172,sign,gonna , it,kirkfletcher,cover,found_love,ai monophthongization,2010s,AA
7186,right,you , off,cannedheat,original,future_blues,ai monophthongization,1960s,nonAA_US
1683,tore,m , down,freddieking,original,im_tore_down,post-vocalic r,1960s,AA
5200,wine ,,,savoybrown,original,a_little_more_wine,ai monophthongization,1960s,nonAA_nonUS
11672,I,,'m,kokotaylor,original,im_a_woman,ai monophthongization,1980s,AA
7128,can't,I , tell,cannedheat,original,future_blues,post-consonantal t,1960s,nonAA_US
6198,coming,s , mama,allmanbrothers,cover,hoochie_coochie_man,ing ultimas,1960s,nonAA_US
16528,find,masterplan , yourself,thebluesband,original,find_yourself_another_fool,ai monophthongization,1980s,nonAA_nonUS
27146,time,next , I,allyvenable,original,broken_and_blue,ai monophthongization,2010s,nonAA_US
1085,and,you , your,bbking,original,you_done_lost_your_good_thing_now,post-consonantal d,1960s,AA
28889,I,, love,philipsayce,cover,blues_aint_nothing_but,ai monophthongization,2010s,nonAA_US
13848,by,, the,jeffhealey,cover,blue_jean_blues,ai monophthongization,1980s,nonAA_nonUS
23744,you're,tell , gonna,daniwilde,original,come_undone,post-vocalic r,2010s,nonAA_nonUS
8611,don't,I , know,paulbutterfield,cover,look_over_yonders_wall,post-consonantal t,1960s,nonAA_US
20773,my,, mother,garyclarkjr,cover,if_trouble_was_money,ai monophthongization,2010s,AA
19650,and,, broke,stevierayvaughan,cover,mary_had_a_little_lamb,post-consonantal d,1980s,nonAA_US
12989,dirt ,,,robertcray,original,playin_in_the_dirt,post-vocalic r,1980s,AA
14847,heart ,,,johnmayall,cover,tears_came_rolling_down,post-consonantal t,1980s,nonAA_nonUS
16396,and,, if,thebluesband,cover,twenty_nine_ways,post-consonantal d,1980s,nonAA_nonUS
15226,for,go , one,johnmayall,original,road_show,post-vocalic r,1980s,nonAA_nonUS
21704,die ,,,kingfish,original,before_im_old,ai monophthongization,2010s,AA
30211,child,minute , gonna,samanthafish,original,sucker_born,post-consonantal d,2010s,nonAA_US
10456,and,, I,johnleehooker,cover,crawlin_kingsnake,post-consonantal d,1980s,AA
5730,morning,this , Lord,tenyearsafter,cover,i_woke_up_this_morning,ing ultimas,1960s,nonAA_nonUS
27277,lost ,,,allyvenable,original,played_the_game,post-consonantal t,2010s,nonAA_US
17167,price ,,,bonnieraitt,cover,three_time_loser,ai monophthongization,1980s,nonAA_US
24341,get,never , jail,danpatlansky,original,snake_oil_city,third person singular,2010s,nonAA_nonUS
22856,for,going , a,shemekiacopeland,cover,has_anybody_seen_my_man,post-vocalic r,2010s,AA
20491,telling,m , you,ericgales,original,it_just_beez_that_way,ing ultimas,2010s,AA
917,my,be , girlfriend,bbking,original,please_love_me,ai monophthongization,1960s,AA
1362,she's,, alright,freddieking,cover,big_legged_woman,zero copula,1960s,AA
26541,kind ,,,tinylegstim,original,get_it_back,ai monophthongization,2010s,nonAA_nonUS
19036,your,all , love,robbenford,cover,help_the_poor,post-vocalic r,1980s,nonAA_US
18084,I,,'m,fabulousthunderbirds,original,walkin_to_my_baby,ai monophthongization,1980s,nonAA_US
13289,your,across , log,ericclapton,cover,crosscut_saw,post-vocalic r,1980s,nonAA_nonUS
22772,I,honey ,'ll,shemekiacopeland,cover,has_anybody_seen_my_man,ai monophthongization,2010s,AA
14524,like,acting , a,jeffhealey,original,river_of_no_return,ai monophthongization,1980s,nonAA_nonUS
20224,won't,ours , never,stevierayvaughan,original,pride_and_joy,post-consonantal t,1980s,nonAA_US
25643,where,, does,joanneshawtaylor,original,dyin_to_know,post-vocalic r,2010s,nonAA_nonUS
8059,I,, better,janisjoplin,original,kozmic_blues,ai monophthongization,1960s,nonAA_US
12468,morning ,,,lutherallison,original,walking_papers,ing ultimas,1980s,AA
29552,ain't,spade , nobody,samanthafish,cover,crow_jane,auxiliary verb,2010s,nonAA_US
226,disregard,no , thatthat,albertking,cover,ill_play_the_blues_for_you,post-consonantal d,1960s,AA
1492,I,,'m,freddieking,cover,going_down,ai monophthongization,1960s,AA
4564,don't,he , go,rollingstones,original,midnight_rambler,post-consonantal t,1960s,nonAA_nonUS
25800,turning ,,,joanneshawtaylor,original,just_another_word,ing ultimas,2010s,nonAA_nonUS
14447,deceiving,been , you,jeffhealey,original,river_of_no_return,ing ultimas,1980s,nonAA_nonUS
19083,poor,help , me,robbenford,cover,help_the_poor,post-vocalic r,1980s,nonAA_US
10252,look,, like,albertcollins,original,too_many,third person singular,1980s,AA
7337,don't,sure , know,cannedheat,original,im_her_man,post-consonantal t,1960s,nonAA_US
21363,like,just , the,kingfish,cover,empty_promises,ai monophthongization,2010s,AA
17003,understand ,,,bonnieraitt,cover,love_me_like_a_man,post-vocalic r,1980s,nonAA_US
18664,higher,, higher,jjcale,original,ride_me_high,post-vocalic r,1980s,nonAA_US
26729,backwater,, blues,allyvenable,cover,backwater_blues,post-vocalic r,2010s,nonAA_US
7015,I,,'m,cannedheat,cover,going_up_to_the_country,ai monophthongization,1960s,nonAA_US
9468,find ,,,albertcollins,cover,a_good_fool_is_hard_to_find,post-consonantal d,1980s,AA
25373,turns,face , cherry,joanneshawtaylor,cover,stop_messin_around,third person singular,2010s,nonAA_nonUS
7251,my,be , last,cannedheat,original,future_blues,ai monophthongization,1960s,nonAA_US
1666,my,now , life,freddieking,original,i_love_the_woman,ai monophthongization,1960s,AA
2370,I,well , might,jimihendrix,original,red_house,ai monophthongization,1960s,AA
24623,your,cooking , food,davyknowles,cover,outside_woman_blues,post-vocalic r,2010s,nonAA_nonUS
14322,for,her , the,jeffhealey,original,my_little_girl,post-vocalic r,1980s,nonAA_nonUS
19048,poor ,,,robbenford,cover,help_the_poor,post-vocalic r,1980s,nonAA_US
17878,evening,the , and,fabulousthunderbirds,original,rock_with_me,ing ultimas,1980s,nonAA_US
19482,my,, my,robbenford,original,start_it_up,ai monophthongization,1980s,nonAA_US
12991,old,same , common,robertcray,original,playin_in_the_dirt,post-consonantal d,1980s,AA
12787,you're,that , cooking,robertcray,cover,too_many_cooks,post-vocalic r,1980s,AA
23894,I,, got,daniwilde,original,heal_my_blues,ai monophthongization,2010s,nonAA_nonUS
26606,and,steep , lonesome,tinylegstim,original,stepping_up,post-consonantal d,2010s,nonAA_nonUS
5306,hand ,,,savoybrown,original,hard_way_to_go,post-consonantal d,1960s,nonAA_nonUS
480,manager,personal , baby,albertking,original,personal_manager,post-vocalic r,1960s,AA
26898,realized,I , I,allyvenable,cover,woke_up_this_morning,ai monophthongization,2010s,nonAA_US
6133,I,then ,'m,allmanbrothers,cover,hoochie_coochie_man,ai monophthongization,1960s,nonAA_US
1907,just,he , now,jimihendrix,cover,catfish_blues,post-consonantal t,1960s,AA
21479,corner ,,,kingfish,cover,hard_times,post-vocalic r,2010s,AA
26469,won't,sunrise , be,tinylegstim,original,get_it_back,post-consonantal t,2010s,nonAA_nonUS
18963,I,,'ve,robbenford,cover,born_under_a_bad_sign,ai monophthongization,1980s,nonAA_US
9545,hard,is , to,albertcollins,cover,a_good_fool_is_hard_to_find,post-consonantal d,1980s,AA
20977,last,home , night,garyclarkjr,original,next_door_neighbor_blues,post-consonantal t,2010s,AA
11759,strike,clock , four,kokotaylor,original,jump_for_joy,ai monophthongization,1980s,AA
28247,and,near , far,mattschofield,cover,woman_across_the_river,post-consonantal d,2010s,nonAA_US
29024,I,that , was,philipsayce,cover,give_me_time,ai monophthongization,2010s,nonAA_US
17872,evening,the , and,fabulousthunderbirds,original,rock_with_me,ing ultimas,1980s,nonAA_US
21411,my,for , woman,kingfish,cover,hard_times,ai monophthongization,2010s,AA
10811,felt,I , so,johnleehooker,original,boogie_chillen,post-consonantal t,1980s,AA
2828,I,, got,muddywaters,original,i_got_my_brand_on_you,ai monophthongization,1960s,AA
26840,messing,it , with,allyvenable,cover,messin_with_the_kid,ing ultimas,2010s,nonAA_US
2463,didn't,I , mean,jimihendrix,original,voodoo_child,post-consonantal t,1960s,AA
1571,inside,deep , of,freddieking,original,have_you_ever_loved_a_woman,ai monophthongization,1960s,AA
21895,there,but , just,kirkfletcher,cover,aint_no_way,post-vocalic r,2010s,AA
25295,I,well , know,joanneshawtaylor,cover,cant_you_see_what_youre_doing_to_me,ai monophthongization,2010s,nonAA_nonUS
27030,I,yea , see,allyvenable,original,any_fool_should_know,ai monophthongization,2010s,nonAA_US
11613,I,,'m,kokotaylor,original,im_a_woman,ai monophthongization,1980s,AA
11252,you're,if , young,kokotaylor,cover,let_the_good_times_roll,post-vocalic r,1980s,AA
27305,lost ,,,allyvenable,original,played_the_game,post-consonantal t,2010s,nonAA_US
24427,ground ,,,davyknowles,cover,aint_no_grave,post-consonantal d,2010s,nonAA_nonUS
530,your,, ice,albertking,original,personal_manager,post-vocalic r,1960s,AA
7098,running ,,,cannedheat,cover,going_up_to_the_country,ing ultimas,1960s,nonAA_US
13345,better,knows , than,ericclapton,cover,hard_times,post-vocalic r,1980s,nonAA_nonUS
2408,my,of , hand,jimihendrix,original,voodoo_child,ai monophthongization,1960s,AA
29318,I,what , need,philipsayce,original,morning_star,ai monophthongization,2010s,nonAA_US
8240,for,them , more,janisjoplin,original,women_is_losers,post-vocalic r,1960s,nonAA_US
11033,and,, your,kokotaylor,cover,id_rather_go_blind,post-consonantal d,1980s,AA
19848,killing,, for,stevierayvaughan,cover,tin_pan_alley,ing ultimas,1980s,nonAA_US
21688,ain't ,,,kingfish,original,before_im_old,auxiliary verb,2010s,AA
1742,I,, love,freddieking,original,im_tore_down,ai monophthongization,1960s,AA
23659,loving,your , home,daniwilde,original,bring_your_love_home,ing ultimas,2010s,nonAA_nonUS
12464,sure ,,,lutherallison,original,walking_papers,post-vocalic r,1980s,AA
12668,you're,that , never,robertcray,cover,dont_touch_me,zero copula,1980s,AA
7151,mind ,,,cannedheat,original,future_blues,post-consonantal d,1960s,nonAA_US
27494,myself,get , together,joebonamassa,cover,twenty_four_hour_blues,ai monophthongization,2010s,nonAA_US
4447,my,see , little,rollingstones,cover,little_red_rooster,ai monophthongization,1960s,nonAA_nonUS
20215,my,love , baby,stevierayvaughan,original,pride_and_joy,ai monophthongization,1980s,nonAA_US
12821,are,cooks , gonna,robertcray,cover,too_many_cooks,post-vocalic r,1980s,AA
14712,more ,,,johnmayall,cover,mama_talk_to_your_daughter,post-vocalic r,1980s,nonAA_nonUS
27375,for,good , me,joebonamassa,cover,i_want_to_shout_about_it,post-vocalic r,2010s,nonAA_US
26396,kind ,,,tinylegstim,original,get_it_back,ai monophthongization,2010s,nonAA_nonUS
6808,my,find , baby,cannedheat,cover,bring_it_on_home,ai monophthongization,1960s,nonAA_US
11050,blind ,,,kokotaylor,cover,id_rather_go_blind,post-consonantal d,1980s,AA
14398,her,change , for,jeffhealey,original,my_little_girl,post-vocalic r,1980s,nonAA_nonUS
28734,hear,wanna , yea,mattschofield,original,what_i_wanna_hear,post-vocalic r,2010s,nonAA_US
29739,water,re , bound,samanthafish,cover,jim_lee_blues_part_i,post-vocalic r,2010s,nonAA_US
3338,I,glad ,'m,cream,cover,im_so_glad,ai monophthongization,1960s,nonAA_nonUS
2461,I ,,,jimihendrix,original,voodoo_child,ai monophthongization,1960s,AA
20789,winner,a , baby,garyclarkjr,cover,if_trouble_was_money,post-vocalic r,2010s,AA
3554,I,and , practice,cream,original,politician,ai monophthongization,1960s,nonAA_nonUS
4987,just,I , want,savoybrown,cover,walking_by_myself,post-consonantal t,1960s,nonAA_nonUS
19218,night,good ,'s,robbenford,original,getaway,ai monophthongization,1980s,nonAA_US
26020,her,lay , down,tinylegstim,cover,death_letter,post-vocalic r,2010s,nonAA_nonUS
1328,my,love , big,freddieking,cover,big_legged_woman,ai monophthongization,1960s,AA
21119,I,, didn,garyclarkjr,original,travis_county,ai monophthongization,2010s,AA
3529,sitting,m , on,cream,cover,sitting_on_top_of_the_world,ing ultimas,1960s,nonAA_nonUS
26836,don't,town , everybody,allyvenable,cover,messin_with_the_kid,post-consonantal t,2010s,nonAA_US
21027,door ,,,garyclarkjr,original,next_door_neighbor_blues,post-vocalic r,2010s,AA
29693,your,me , hand,samanthafish,cover,jim_lee_blues_part_i,post-vocalic r,2010s,nonAA_US
5310,ain't,, no,savoybrown,original,hard_way_to_go,auxiliary verb,1960s,nonAA_nonUS
28775,wind,the , began,philipsayce,cover,backwater_blues,post-consonantal d,2010s,nonAA_US
23964,tried,, to,danpatlansky,cover,bright_lights_big_city,ai monophthongization,2010s,nonAA_nonUS
2978,my,got , brand,muddywaters,original,i_got_my_brand_on_you,ai monophthongization,1960s,AA
3895,I,believe , believe,fleetwoodmac,cover,dust_my_broom,ai monophthongization,1960s,nonAA_nonUS
11171,or,young , old,kokotaylor,cover,let_the_good_times_roll,post-vocalic r,1980s,AA
15622,ground ,,,rorygallagher,cover,tore_down,post-consonantal d,1980s,nonAA_nonUS
25818,don't,,,joanneshawtaylor,original,just_another_word,post-consonantal t,2010s,nonAA_nonUS
1699,went,, to,freddieking,original,im_tore_down,post-consonantal t,1960s,AA
17316,nice,are , and,bonnieraitt,original,give_it_up_or_let_me_go,ai monophthongization,1980s,nonAA_US
29272,morning,, star,philipsayce,original,morning_star,ing ultimas,2010s,nonAA_US
25418,messing,around , around,joanneshawtaylor,cover,stop_messin_around,ing ultimas,2010s,nonAA_nonUS
12093,old,same , place,lutherallison,cover,sweet_home_chicago,post-consonantal d,1980s,AA
19814,for,living , their,stevierayvaughan,cover,tin_pan_alley,post-vocalic r,1980s,nonAA_US
13101,here,standing , bewildered,robertcray,original,smoking_gun,post-vocalic r,1980s,AA
17978,just,, so,fabulousthunderbirds,original,tuff_enough,post-consonantal t,1980s,nonAA_US
18741,high,me , some,jjcale,original,ride_me_high,ai monophthongization,1980s,nonAA_US
28995,find,you , the,philipsayce,cover,blues_aint_nothing_but,ai monophthongization,2010s,nonAA_US
26377,and,midnight , I,tinylegstim,original,get_it_back,post-consonantal d,2010s,nonAA_nonUS
9604,I,, don,albertcollins,cover,i_aint_drunk,ai monophthongization,1980s,AA
15330,I,but ,'ll,rorygallagher,cover,all_around_man,ai monophthongization,1980s,nonAA_nonUS
22399,I,,'m,kirkfletcher,original,the_answer,ai monophthongization,2010s,AA
18005,ain't,, that,fabulousthunderbirds,original,tuff_enough,post-consonantal t,1980s,nonAA_US
20808,I,well , ain,garyclarkjr,cover,if_you_love_me_like_you_say,ai monophthongization,2010s,AA
25602,trying,days , to,joanneshawtaylor,original,dyin_to_know,ai monophthongization,2010s,nonAA_nonUS
14920,kissed,she , me,johnmayall,cover,tears_came_rolling_down,post-consonantal t,1980s,nonAA_nonUS
8389,I,,'ve,paulbutterfield,cover,born_under_a_bad_sign,ai monophthongization,1960s,nonAA_US
23880,won't,baby , you,daniwilde,original,heal_my_blues,post-consonantal t,2010s,nonAA_nonUS
7790,ain't,it , too,janisjoplin,original,i_need_a_man_to_love,post-consonantal t,1960s,nonAA_US
22783,everything,baby , was,shemekiacopeland,cover,has_anybody_seen_my_man,ing ultimas,2010s,AA
28439,I,if , wasn,mattschofield,original,dont_know_what_id_do,ai monophthongization,2010s,nonAA_US
18288,Lord ,,,jjcale,cover,borrowed_time,post-consonantal d,1980s,nonAA_US
15123,world,the , go,johnmayall,original,a_big_man,post-consonantal d,1980s,nonAA_nonUS
12728,ain't,there , nobody,robertcray,cover,too_many_cooks,post-consonantal t,1980s,AA
27157,time,next , next,allyvenable,original,broken_and_blue,ai monophthongization,2010s,nonAA_US
20848,don't,I , really,garyclarkjr,cover,shotgun_man,post-consonantal t,2010s,AA
20260,better,mamas , lock,ericgales,cover,boogie_man,post-vocalic r,2010s,AA
4250,tight,it , and,fleetwoodmac,original,merry_go_round,ai monophthongization,1960s,nonAA_nonUS
23417,can't,I , do,daniwilde,cover,dont_quit_me_baby,post-consonantal t,2010s,nonAA_nonUS
8870,hurt ,,,paulbutterfield,original,no_amount_of_loving,post-consonantal t,1960s,nonAA_US
26676,stepping,m , up,tinylegstim,original,stepping_up,ing ultimas,2010s,nonAA_nonUS
27766,are,you , right,joebonamassa,original,high_class_girl,post-vocalic r,2010s,nonAA_US
3246,I,,'ve,cream,cover,born_under_a_bad_sign,ai monophthongization,1960s,nonAA_nonUS
12612,don't,, touch,robertcray,cover,dont_touch_me,post-consonantal t,1980s,AA
5336,can't,you , lay,savoybrown,original,hard_way_to_go,post-consonantal t,1960s,nonAA_nonUS
17295,hide ,,,bonnieraitt,original,give_it_up_or_let_me_go,ai monophthongization,1980s,nonAA_US
29504,my,on , own,philipsayce,original,on_the_road_again,ai monophthongization,2010s,nonAA_US
24951,ain't,it , much,davyknowles,original,aint_much_of_nothing,post-consonantal t,2010s,nonAA_nonUS
13784,want,t , the,ericclapton,original,the_shape_youre_in,post-consonantal t,1980s,nonAA_nonUS
