,word,previous_word,next_word,artist,song_type,song,aae_feature,time,social_group
17638,past,walk , a,fabulousthunderbirds,cover,shes_tuff,post-consonantal t,1980s,nonAA_US
4687,fly ,,,rollingstones,original,the_spider_and_the_fly,ai monophthongization,1960s,nonAA_nonUS
24601,your,wife , outside,davyknowles,cover,outside_woman_blues,post-vocalic r,2010s,nonAA_nonUS
24730,Lord,do , knows,davyknowles,cover,what_in_the_world,post-consonantal d,2010s,nonAA_nonUS
21598,fly,to , high,kingfish,original,before_im_old,ai monophthongization,2010s,AA
28454,I,, don,mattschofield,original,dont_know_what_id_do,ai monophthongization,2010s,nonAA_US
12328,right ,,,lutherallison,original,fight,ai monophthongization,1980s,AA
18574,moving,keep , on,jjcale,original,call_me_the_breeze,ing ultimas,1980s,nonAA_US
21673,and,lot , I,kingfish,original,before_im_old,post-consonantal d,2010s,AA
2449,didn't,I , mean,jimihendrix,original,voodoo_child,post-consonantal t,1960s,AA
28055,your,from , chalice,joebonamassa,original,royal_tea,post-vocalic r,2010s,nonAA_US
21868,don't,I , quit,kingfish,original,she_calls_me_kingfish,post-consonantal t,2010s,AA
22789,like,looks , he,shemekiacopeland,cover,has_anybody_seen_my_man,ai monophthongization,2010s,AA
22924,I,yes , am,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,2010s,AA
20046,life,, is,stevierayvaughan,original,dirty_pool,ai monophthongization,1980s,nonAA_US
21692,just,m , trying,kingfish,original,before_im_old,post-consonantal t,2010s,AA
20391,I,now ,'m,ericgales,cover,me_and_my_guitar,ai monophthongization,2010s,AA
16271,and,, if,thebluesband,cover,twenty_nine_ways,post-consonantal d,1980s,nonAA_nonUS
20917,being,m , rude,garyclarkjr,cover,shotgun_man,ing ultimas,2010s,AA
6817,my,bought , ticket,cannedheat,cover,bring_it_on_home,ai monophthongization,1960s,nonAA_US
9890,snatching,on , it,albertcollins,cover,snatchin_it_back,ing ultimas,1980s,AA
26760,I,said , gotta,allyvenable,cover,backwater_blues,ai monophthongization,2010s,nonAA_US
27300,lost ,,,allyvenable,original,played_the_game,post-consonantal t,2010s,nonAA_US
7745,you're,, gonna,janisjoplin,cover,summertime,post-vocalic r,1960s,nonAA_US
17310,where,me , you,bonnieraitt,original,give_it_up_or_let_me_go,post-vocalic r,1980s,nonAA_US
28077,and,here , I,mattschofield,cover,stranger_blues,post-consonantal d,2010s,nonAA_US
14144,eyes,blue , and,jeffhealey,original,dont_let_your_chance_go_by,ai monophthongization,1980s,nonAA_nonUS
17599,time ,,,fabulousthunderbirds,cover,marked_deck,ai monophthongization,1980s,nonAA_US
13552,just,,,ericclapton,original,lay_down_sally,post-consonantal t,1980s,nonAA_nonUS
27945,best ,,,joebonamassa,original,lonesome_road_blues,post-consonantal t,2010s,nonAA_US
839,and,, she,bbking,cover,sweet_little_angel,post-consonantal d,1960s,AA
20315,and,up , scream,ericgales,cover,foxey_lady,post-consonantal d,2010s,AA
20566,and,, I,ericgales,original,layin_down_the_blues,post-consonantal d,2010s,AA
7943,and,on , try,janisjoplin,original,i_need_a_man_to_love,post-consonantal d,1960s,nonAA_US
13232,more,one , time,ericclapton,cover,before_you_accuse_me,post-vocalic r,1980s,nonAA_nonUS
16376,or,two , three,thebluesband,cover,twenty_nine_ways,post-vocalic r,1980s,nonAA_nonUS
18884,my,all , Muddy,robbenford,cover,aint_got_nothing_but_the_blues,ai monophthongization,1980s,nonAA_US
20810,I,yeah ,'m,garyclarkjr,cover,if_you_love_me_like_you_say,ai monophthongization,2010s,AA
7775,find,to , it,janisjoplin,original,i_need_a_man_to_love,ai monophthongization,1960s,nonAA_US
7734,cry ,,,janisjoplin,cover,summertime,ai monophthongization,1960s,nonAA_US
26722,I,said , gotta,allyvenable,cover,backwater_blues,ai monophthongization,2010s,nonAA_US
30197,my,of , mind,samanthafish,original,sucker_born,ai monophthongization,2010s,nonAA_US
5127,I,say , wonder,savoybrown,original,a_little_more_wine,ai monophthongization,1960s,nonAA_nonUS
21436,hard,, times,kingfish,cover,hard_times,post-consonantal d,2010s,AA
22879,I,, shake,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,2010s,AA
27099,I,, should,allyvenable,original,broken_and_blue,ai monophthongization,2010s,nonAA_US
11204,time,good , roll,kokotaylor,cover,let_the_good_times_roll,ai monophthongization,1980s,AA
15346,I,Kennedy , don,rorygallagher,cover,all_around_man,ai monophthongization,1980s,nonAA_nonUS
17490,don't,you , you,bonnieraitt,original,willya_wontcha,post-consonantal t,1980s,nonAA_US
6709,like,, I,allmanbrothers,original,whipping_post,ai monophthongization,1960s,nonAA_US
19760,going,was , on,stevierayvaughan,cover,tin_pan_alley,ing ultimas,1980s,nonAA_US
13785,world,whole , to,ericclapton,original,the_shape_youre_in,post-consonantal d,1980s,nonAA_nonUS
16926,wind,, in,bonnieraitt,cover,green_lights,post-consonantal d,1980s,nonAA_US
28883,better,baby , than,philipsayce,cover,blues_aint_nothing_but,post-vocalic r,2010s,nonAA_US
17141,loser ,,,bonnieraitt,cover,three_time_loser,post-vocalic r,1980s,nonAA_US
16264,I,, got,thebluesband,cover,twenty_nine_ways,ai monophthongization,1980s,nonAA_nonUS
14675,driving,s , me,johnmayall,cover,mama_talk_to_your_daughter,ai monophthongization,1980s,nonAA_nonUS
4000,raining ,,,fleetwoodmac,cover,sun_is_shining,ing ultimas,1960s,nonAA_nonUS
21827,nowhere,s , to,kingfish,original,she_calls_me_kingfish,post-vocalic r,2010s,AA
13999,my,with , heart,jeffhealey,cover,tore_down,ai monophthongization,1980s,nonAA_nonUS
28010,your,out , future,joebonamassa,original,royal_tea,post-vocalic r,2010s,nonAA_US
10248,and,pots , pans,albertcollins,original,too_many,post-consonantal d,1980s,AA
22005,old,an , time,kirkfletcher,cover,congo_square,post-consonantal d,2010s,AA
27688,life,my , you,joebonamassa,original,high_class_girl,ai monophthongization,2010s,nonAA_US
3442,I,glad ,'m,cream,cover,im_so_glad,ai monophthongization,1960s,nonAA_nonUS
22519,water,of ,,shemekiacopeland,cover,cant_let_go,post-vocalic r,2010s,AA
521,over,is , for,albertking,original,personal_manager,post-vocalic r,1960s,AA
18564,hiding,nobody , from,jjcale,original,call_me_the_breeze,ai monophthongization,1980s,nonAA_US
28347,here,but , I,mattschofield,cover,wrapped_up_in_love_again,post-vocalic r,2010s,nonAA_US
23092,told,she , me,shemekiacopeland,original,ghetto_child,post-consonantal d,2010s,AA
2388,don't,baby , love,jimihendrix,original,red_house,post-consonantal t,1960s,AA
6911,here,, no,cannedheat,cover,catfish_blues,post-vocalic r,1960s,nonAA_US
15139,round ,,,johnmayall,original,a_big_man,post-consonantal d,1980s,nonAA_nonUS
119,just ,,,albertking,cover,crosscut_saw,post-consonantal t,1960s,AA
29194,never,t , seen,philipsayce,original,bitter_monday,post-vocalic r,2010s,nonAA_US
23473,alright,, ((solo,daniwilde,cover,in_the_mood,ai monophthongization,2010s,nonAA_nonUS
4390,and,sad , blue,rollingstones,cover,i_just_want_to_make_love_to_you,post-consonantal d,1960s,nonAA_nonUS
6924,knocked,been , out,cannedheat,cover,catfish_blues,post-consonantal d,1960s,nonAA_US
19531,start,so , it,robbenford,original,start_it_up,post-consonantal d,1980s,nonAA_US
24563,mind ,,,davyknowles,cover,outside_woman_blues,post-consonantal d,2010s,nonAA_nonUS
10502,didn't,I , know,johnleehooker,cover,i_didnt_know,post-consonantal t,1980s,AA
28409,I,, don,mattschofield,original,dont_know_what_id_do,ai monophthongization,2010s,nonAA_US
17248,found,I , you,bonnieraitt,original,give_it_up_or_let_me_go,post-consonantal d,1980s,nonAA_US
28696,I,so , look,mattschofield,original,what_i_wanna_hear,ai monophthongization,2010s,nonAA_US
26473,won't,I , be,tinylegstim,original,get_it_back,post-consonantal t,2010s,nonAA_nonUS
11899,life ,,,lutherallison,cover,freedom,ai monophthongization,1980s,AA
26450,won't,sunrise , be,tinylegstim,original,get_it_back,post-consonantal t,2010s,nonAA_nonUS
9948,your,get , love,albertcollins,cover,snatchin_it_back,post-vocalic r,1980s,AA
21282,my,when , train,garyclarkjr,original,when_my_train_pulls_in,ai monophthongization,2010s,AA
23697,I,way , do,daniwilde,original,bring_your_love_home,ai monophthongization,2010s,nonAA_nonUS
2399,I,well , stand,jimihendrix,original,voodoo_child,ai monophthongization,1960s,AA
24616,your,with , women,davyknowles,cover,outside_woman_blues,post-vocalic r,2010s,nonAA_nonUS
15246,can't,you , take,johnmayall,original,road_show,post-consonantal t,1980s,nonAA_nonUS
9775,nine,eight , ten,albertcollins,cover,i_aint_drunk,ai monophthongization,1980s,AA
15961,like,, a,rorygallagher,original,off_the_handle,ai monophthongization,1980s,nonAA_nonUS
18389,working ,,,jjcale,cover,got_my_mojo_working,ing ultimas,1980s,nonAA_US
22396,answer ,,,kirkfletcher,original,the_answer,post-vocalic r,2010s,AA
1585,learned,and , a,freddieking,original,i_love_the_woman,post-consonantal d,1960s,AA
4874,make,it , me,savoybrown,cover,rock_me_baby,third person singular,1960s,nonAA_nonUS
10953,I,, don,johnleehooker,original,little_girl,ai monophthongization,1980s,AA
9341,I,, was,stevemiller,original,steppin_stone,ai monophthongization,1960s,nonAA_US
22643,right ,,,shemekiacopeland,cover,cant_let_go,ai monophthongization,2010s,AA
5480,just,that , don,savoybrown,original,im_tired,post-consonantal t,1960s,nonAA_nonUS
12360,fight ,,,lutherallison,original,fight,ai monophthongization,1980s,AA
13440,and,,,ericclapton,original,lay_down_sally,post-consonantal d,1980s,nonAA_nonUS
10574,I,know , didn,johnleehooker,cover,i_didnt_know,ai monophthongization,1980s,AA
6984,I,most , ever,cannedheat,cover,catfish_blues,ai monophthongization,1960s,nonAA_US
24901,ain't,, much,davyknowles,original,aint_much_of_nothing,post-consonantal t,2010s,nonAA_nonUS
7097,I,game , wanna,cannedheat,cover,going_up_to_the_country,ai monophthongization,1960s,nonAA_US
17345,time,a , ago,bonnieraitt,original,give_it_up_or_let_me_go,ai monophthongization,1980s,nonAA_US
28833,and,down , I,philipsayce,cover,backwater_blues,post-consonantal d,2010s,nonAA_US
25911,myself,,,joanneshawtaylor,original,just_another_word,ai monophthongization,2010s,nonAA_nonUS
19947,giving,, up,stevierayvaughan,original,aint_gone_n_give_up_on_love,ing ultimas,1980s,nonAA_US
1838,I,well ,'m,freddieking,original,im_tore_down,ai monophthongization,1960s,AA
793,Lord,, if,bbking,cover,sweet_little_angel,post-consonantal d,1960s,AA
9650,I,damn , don,albertcollins,cover,i_aint_drunk,ai monophthongization,1980s,AA
21794,I,,'m,kingfish,original,fresh_out,ai monophthongization,2010s,AA
24354,feeds,it , on,danpatlansky,original,snake_oil_city,third person singular,2010s,nonAA_nonUS
25843,time,,,joanneshawtaylor,original,just_another_word,ai monophthongization,2010s,nonAA_nonUS
20614,and,, I,ericgales,original,layin_down_the_blues,post-consonantal d,2010s,AA
26389,loving,good , woman,tinylegstim,original,get_it_back,ing ultimas,2010s,nonAA_nonUS
21151,seeing,keep , the,garyclarkjr,original,when_my_train_pulls_in,ing ultimas,2010s,AA
29950,ain't,I , your,samanthafish,original,lets_have_some_fun,post-consonantal t,2010s,nonAA_US
24174,best,his , to,danpatlansky,original,insufficient_man,post-consonantal t,2010s,nonAA_nonUS
10616,I,, didn,johnleehooker,cover,i_didnt_know,ai monophthongization,1980s,AA
24771,sure,be , to,davyknowles,cover,what_in_the_world,post-vocalic r,2010s,nonAA_nonUS
10575,I,know , didn,johnleehooker,cover,i_didnt_know,ai monophthongization,1980s,AA
21072,my,gathered , thoughts,garyclarkjr,original,travis_county,ai monophthongization,2010s,AA
9783,I,, want,albertcollins,cover,snatchin_it_back,ai monophthongization,1980s,AA
12879,wine ,,,robertcray,original,phone_booth,ai monophthongization,1980s,AA
1889,I,and , sat,jimihendrix,cover,catfish_blues,ai monophthongization,1960s,AA
5199,more,little , wine,savoybrown,original,a_little_more_wine,post-vocalic r,1960s,nonAA_nonUS
10074,making,silly , goo,albertcollins,original,master_charge,ing ultimas,1980s,AA
13200,my,call , daughter,ericclapton,cover,before_you_accuse_me,ai monophthongization,1980s,nonAA_nonUS
8482,I,and , didn,paulbutterfield,cover,driftin_and_driftin,ai monophthongization,1960s,nonAA_US
16942,floor ,,,bonnieraitt,cover,green_lights,post-vocalic r,1980s,nonAA_US
4259,like,is , a,fleetwoodmac,original,merry_go_round,ai monophthongization,1960s,nonAA_nonUS
5900,fine ,,,tenyearsafter,original,rock_your_mama,ai monophthongization,1960s,nonAA_nonUS
16984,side ,,,bonnieraitt,cover,green_lights,ai monophthongization,1980s,nonAA_US
